jobType,workAreaCode,workYear,degree,industryType1,companyType,companySizeCode,jobSalaryMax,jobSalaryMin,term,jobSalaryMaxLevel,jobSalaryMinLevel
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,190200,3.0,5,7.0,1,2.0,3000.0,2000.0,0,1,1
0,10500,0.0,0,46.0,6,3.0,3000.0,2000.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,11300,0.0,5,1.0,6,2.0,2500.0,2000.0,0,1,1
0,91300,3.0,4,9.0,1,1.0,3000.0,1500.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,10500,4.0,5,9.0,1,3.0,1500.0,0.0,0,1,1
0,220202,0.0,4,22.0,2,6.0,3000.0,2000.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,11400,0.0,5,33.0,2,5.0,4000.0,2000.0,0,1,1
0,11700,6.0,5,14.0,3,4.0,2000.0,1000.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,2000.0,1000.0,0,1,1
0,10200,0.0,0,27.0,1,4.0,3000.0,2000.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,11200,0.0,4,21.0,6,5.0,2001.0,2000.0,0,1,1
0,10500,0.0,5,8.0,1,2.0,4000.0,2000.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,11000,5.0,5,1.0,3,4.0,2000.0,1000.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,10500,0.0,6,18.0,3,3.0,3000.0,1500.0,0,1,1
0,10000,0.0,5,32.0,1,7.0,3000.0,2000.0,0,1,1
0,10700,0.0,0,54.0,1,4.0,4000.0,2000.0,0,1,1
0,10000,0.0,0,54.0,1,1.0,2000.0,1000.0,0,1,1
